object_counts,physics_update_elapsed_time,render_elapsed_time
2710,1647,137
2720,1634,110
2730,1605,125
2740,2243,117
2750,1509,101
2760,1502,101
2770,1664,159
2780,1588,95
2790,1579,120
2800,1537,135
2810,1575,123
2820,1751,111
2830,1698,113
2840,1645,128
2850,1890,138
2860,1711,118
2870,1671,142
2880,1525,146
2890,1828,129
2900,1536,165
2910,1560,137
2920,1547,121
2930,1288,118
2940,1533,123
2950,1932,139
2960,1847,124
2970,1604,122
2980,2120,83
2990,1778,129
3000,1596,107
3010,1574,158
3020,1845,103
3030,1807,164
3040,1783,162
3050,1407,143
3060,2531,211
3070,2053,597
3080,1965,146
3090,1751,147
3100,1392,135
3110,1742,146
3120,1782,158
3130,1839,143
3140,1769,135
3150,1616,118
3160,1946,106
3170,1787,125
3180,1599,113
3190,2032,108
3200,1782,125
3210,1620,132
3220,1988,116
3230,1701,142
3240,2065,135
3250,1876,166
3260,1367,150
3270,2108,139
3280,1892,128
3290,2137,120
3300,1791,122
3310,1687,163
3320,1994,103
3330,1427,114
3340,1927,154
3350,1960,119
3360,2005,148
3370,1461,156
3380,1486,131
3390,1769,105
3400,2100,123
3410,1790,95
3420,2163,128
3430,2030,134
3440,2183,123
3450,2210,96
3460,1859,137
3470,2155,126
3480,1825,115
3490,2131,146
3500,1843,128
3510,2086,110
3520,1895,109
3530,1722,126
3540,2096,142
3550,1922,145
3560,2001,131
3570,2344,174
3580,1942,118
3590,2192,118
3600,1760,133
3610,1963,138
3620,1990,109
3630,2166,142
3640,2153,144
3650,2018,128
3660,2288,112
3670,1898,150
3680,2214,142
3690,2377,130
3700,1891,107
3710,2209,153
3720,2379,133
3730,1967,133
3740,2210,124
3750,2477,113
3760,1872,124
3770,2145,115
3780,2165,113
3790,2093,178
3800,2140,149
3810,2356,125
3820,2023,136
3830,2213,141
3840,2367,136
3850,2427,131
3860,2251,231
3870,1821,131
3880,2360,118
3890,2487,195
3900,2398,145
3910,2476,167
3920,2493,141
3930,2399,159
3940,2509,191
3950,2315,127
3960,2442,165
3970,2050,126
3980,2395,153
3990,1919,124
4000,1808,146
4010,2472,122
4020,2516,136
4030,1971,162
4040,2206,140
4050,2332,136
4060,2490,151
4070,2398,161
4080,2488,138
4090,2374,136
4100,2482,140
4110,2486,139
4120,2438,133
4130,2513,143
4140,2214,163
4150,2386,117
4160,2396,117
4170,2580,125
4180,2547,122
4190,2509,137
4200,2406,129
4210,2466,134
4220,2484,145
4230,2515,182
4240,2200,154
4250,2612,118
4260,2358,123
4270,2029,138
4280,2517,176
4290,2515,112
4300,2508,115
4310,2440,153
4320,2468,191
4330,2297,144
4340,2370,140
4350,2430,133
4360,2574,137
4370,2446,133
4380,2456,112
4390,2531,118
4400,2538,138
4410,2400,140
4420,2472,150
4430,2446,140
4440,2517,129
4450,2445,168
4460,2398,125
4470,2479,119
4480,2497,157
4490,2517,127
4500,2476,125
4510,2572,143
4520,2629,128
4530,2658,219
4540,2828,156
4550,2672,198
4560,2609,138
4570,2625,167
4580,2586,127
4590,2531,129
4600,2534,139
4610,2921,139
4620,2797,111
4630,2640,143
4640,2612,177
4650,2612,150
4660,3095,196
4670,2698,144
4680,2619,155
4690,3119,159
4700,2380,172
4710,2851,150
4720,2650,151
4730,3089,151
4740,3350,224
4750,3241,135
4760,2986,148
4770,2597,155
4780,3392,148
4790,2717,164
4800,3593,215
4810,3470,149
4820,3002,159
4830,3271,169
4840,3497,151
4850,3404,155
4860,3492,154
4870,3439,137
4880,2766,123
4890,3306,159
4900,3466,129
4910,2841,132
4920,3256,147
4930,2845,158
4940,3226,161
4950,2729,150
4960,3119,166
4970,3140,207
4980,2762,130
4990,3117,158
5000,2869,149
5010,3193,161
5020,2971,149
5030,3312,138
5040,2933,161
5050,3277,232
5060,3326,132
5070,3043,153
5080,3626,199
5090,3238,167
5100,3677,139
5110,3399,153
5120,3460,144
5130,2759,165
5140,3359,149
5150,3506,153
5160,3424,158
5170,3497,156
5180,3498,136
5190,3507,142
5200,3381,187
5210,3573,188
5220,3480,186
5230,3461,155
5240,2982,145
5250,3372,117
5260,3450,137
5270,3414,137
5280,3550,173
5290,3486,154
5300,3392,143
5310,3390,154
5320,3481,168
5330,3511,164
5340,3516,160
5350,3599,153
5360,3582,161
5370,2883,187
5380,3226,156
5390,3451,176
5400,3369,117
5410,3445,150
5420,3562,168
5430,2898,189
5440,3330,198
5450,2986,177
5460,3305,174
5470,3381,163
5480,3508,166
5490,3462,188
5500,3530,178
5510,3542,130
5520,3519,154
5530,3437,145
5540,3357,141
5550,3608,149
5560,3542,166
5570,3675,208
5580,3436,182
5590,3411,142
5600,3515,165
5610,3607,165
5620,3996,187
5630,3300,190
5640,3550,172
5650,3459,152
5660,3668,159
5670,3318,204
5680,2982,166
5690,3295,146
5700,3413,142
5710,3496,171
5720,3548,214
5730,3490,212
5740,3784,127
5750,3539,159
5760,3400,168
5770,3457,159
5780,3372,182
5790,2988,182
5800,3997,226
5810,3319,144
5820,3449,163
5830,3551,283
5840,3556,157
5850,3517,152
5860,3502,159
5870,3585,193
5880,3513,182
5890,3182,176
5900,3606,164
5910,3601,148
5920,3512,173
5930,3558,171
5940,3388,147
5950,3584,145
5960,3514,150
5970,3507,152
5980,3870,167
5990,3756,185
6000,3696,168
6010,3653,161
6020,3574,205
6030,3971,166
6040,3679,198
6050,3574,148
6060,3959,197
6070,3727,188
6080,3657,116
6090,4149,186
6100,3893,218
6110,3556,154
6120,4169,211
6130,3772,166
6140,3611,185
6150,3563,167
6160,3908,174
6170,3296,205
6180,3907,175
6190,3618,190
6200,3632,173
6210,3995,144
6220,3820,138
6230,3328,187
6240,3298,186
6250,3281,166
6260,3841,181
6270,4351,190
6280,4490,216
6290,3357,169
6300,3663,219
6310,4106,164
6320,3429,178
6330,4003,196
6340,3655,180
6350,3976,177
6360,3695,188
6370,3998,125
6380,4042,203
6390,3363,184
6400,4073,233
6410,3442,307
6420,3714,196
6430,3822,198
6440,4088,158
6450,3830,192
6460,3774,217
6470,4153,189
6480,4234,181
6490,4362,235
6500,4024,216
6510,4219,182
6520,3866,234
6530,4680,217
6540,4096,182
6550,3837,203
6560,4172,226
6570,3916,177
6580,3569,207
6590,4387,232
6600,3532,225
6610,4207,184
6620,3782,177
6630,4172,171
6640,4103,194
6650,4043,177
6660,4294,216
6670,3865,179
6680,4237,195
6690,4300,191
6700,3804,212
6710,4164,179
6720,3872,173
6730,4161,179
6740,3953,179
6750,4270,195
6760,3892,211
6770,4247,192
6780,4347,186
6790,3742,204
6800,4361,209
6810,3971,194
6820,4284,218
6830,4041,182
6840,4100,202
6850,3696,208
6860,3680,163
6870,4370,223
6880,4438,210
6890,4483,190
6900,4475,182
6910,4531,194
6920,3976,165
6930,4311,178
6940,4416,206
6950,4521,183
6960,4527,207
6970,4450,233
6980,4475,195
6990,4521,209
7000,4803,214
7010,4396,190
7020,4585,206
7030,4396,171
7040,4542,164
7050,4536,187
7060,4528,188
7070,4453,213
7080,4557,183
7090,4566,205
7100,4605,203
7110,4471,203
7120,3946,214
7130,4338,208
7140,4405,186
7150,4579,160
7160,4576,211
7170,4523,205
7180,4415,182
7190,4578,210
7200,4464,212
7210,4493,217
7220,4481,208
7230,4562,231
7240,4492,174
7250,4554,262
7260,4544,167
7270,4391,208
7280,4361,178
7290,3995,182
7300,4714,214
7310,4478,185
7320,4472,196
7330,4888,219
7340,4086,218
7350,4296,192
7360,4409,193
7370,4547,230
7380,4550,229
7390,4484,185
7400,4688,185
7410,4666,216
7420,4509,202
7430,4566,218
7440,4422,243
7450,4953,276
7460,4564,188
7470,4429,217
7480,4599,200
7490,4525,235
7500,4526,199
7510,4420,220
7520,4446,193
7530,4478,203
7540,4481,205
7550,4518,209
7560,4371,208
7570,4559,204
7580,4533,221
7590,4415,229
7600,4525,193
7610,4884,214
7620,4741,215
7630,4732,234
7640,4632,210
7650,4636,208
7660,4674,223
7670,4339,203
7680,5099,257
7690,4762,188
7700,4673,195
7710,4638,203
7720,4916,216
7730,4790,216
7740,4632,180
7750,4951,205
7760,4807,194
7770,4576,201
7780,4998,163
7790,4260,173
7800,4895,222
7810,4782,196
7820,4943,210
7830,4763,224
7840,5263,258
7850,4799,230
7860,5011,232
7870,4720,185
7880,4674,229
7890,5087,215
7900,4871,226
7910,5104,263
7920,4398,223
7930,4711,199
7940,5194,287
7950,4803,229
7960,5773,231
7970,5000,220
7980,4731,272
7990,5058,229
8000,4871,227
8010,5119,212
8020,4853,242
8030,4818,184
8040,4685,186
8050,5371,276
8060,4434,202
8070,5188,218
8080,4853,235
8090,5146,293
8100,4747,211
8110,4491,243
8120,5444,242
8130,5100,207
8140,5448,244
8150,4898,249
8160,5190,222
8170,5832,279
8180,5832,243
8190,4910,219
8200,4921,228
8210,4794,198
8220,4453,228
8230,5074,245
8240,4740,203
8250,5143,203
8260,4869,194
8270,5206,229
8280,4873,242
8290,5662,284
8300,5439,301
8310,5098,249
8320,5333,233
8330,4909,254
8340,5222,223
8350,4812,231
8360,5165,251
8370,4888,246
8380,5529,236
8390,5250,219
8400,5225,255
8410,5583,241
8420,5279,219
8430,4929,215
8440,5156,268
8450,4815,232
8460,5095,218
8470,4872,237
8480,5140,226
8490,4884,224
8500,4643,183
8510,4794,221
8520,5070,232
8530,4969,237
8540,5138,267
8550,4527,216
8560,5346,306
8570,5273,241
8580,4927,224
8590,5265,253
8600,5389,230
8610,4934,253
8620,5228,233
8630,5402,229
8640,5377,232
8650,5367,212
8660,5014,230
8670,5302,234
8680,4924,236
8690,5222,247
8700,4581,258
8710,5315,267
8720,5272,275
8730,5078,232
8740,5135,234
8750,4896,398
8760,5088,235
8770,5283,227
8780,5048,226
8790,4829,222
8800,5056,238
8810,5251,236
8820,4858,233
8830,5768,248
8840,5261,238
8850,5450,255
8860,5387,267
8870,5430,191
8880,5400,246
8890,5282,234
8900,4923,239
8910,5267,237
8920,5375,240
8930,5451,236
8940,5510,216
8950,5373,254
8960,5412,215
8970,5439,227
8980,5435,238
8990,4696,240
9000,6110,285
9010,5053,249
9020,5158,251
9030,5412,192
9040,5468,281
9050,5864,286
9060,5174,230
9070,5305,238
9080,5500,248
9090,5132,215
9100,5091,254
9110,5300,222
9120,5178,280
9130,5109,276
9140,5332,277
9150,5246,225
9160,5481,236
9170,4896,200
9180,4732,200
9190,4663,202
9200,5012,206
9210,5281,213
9220,5917,280
9230,4694,244
9240,5450,236
9250,5499,256
9260,6229,293
9270,5441,271
9280,5854,286
9290,5286,256
9300,5369,214
9310,5034,225
9320,5258,275
9330,5431,274
9340,5394,380
9350,4968,273
9360,5335,273
9370,5293,256
9380,5654,275
9390,5774,308
9400,5631,308
9410,5500,270
9420,4736,241
9430,5326,253
9440,5649,247
9450,5303,276
9460,5427,282
9470,5346,278
9480,5369,260
9490,5546,268
9500,5086,228
9510,5555,283
9520,5491,276
9530,5411,285
9540,5357,297
9550,5838,266
9560,5161,267
9570,5712,212
9580,5139,281
9590,5469,286
9600,5306,276
9610,5391,262
9620,5381,263
9630,5681,261
9640,5612,248
9650,5420,253
9660,5947,306
9670,6053,289
9680,5582,249
9690,5564,354
9700,5494,248
9710,5368,241
9720,5341,228
9730,5358,218
9740,5576,252
9750,5428,198
9760,5420,262
9770,5633,247
9780,5368,242
9790,5321,244
9800,5675,256
9810,5518,253
9820,5546,250
9830,5445,240
9840,5494,241
9850,6102,282
9860,6119,257
9870,5135,291
9880,5353,251
9890,5541,262
9900,5249,254
9910,5545,245
9920,5538,249
9930,5503,206
9940,5532,262
9950,4921,240
9960,5757,249
9970,6311,249
9980,5605,243
9990,5543,269
10000,5545,257
10010,5516,247
10020,6551,296
10030,5295,259
10040,5363,248
10050,5455,253
10060,5407,204
10070,5402,268
10080,5432,237
10090,6285,291
10100,5017,252
10110,5406,260
10120,6239,295
10130,5446,263
10140,5405,285
10150,5342,247
10160,5438,246
10170,5416,259
10180,4991,244
10190,4991,247
10200,6238,295
10210,5588,239
10220,5448,226
10230,5249,218
10240,5457,200
10250,5549,265
10260,5449,252
10270,5492,213
10280,5016,254
10290,5369,263
10300,5377,217
10310,5646,242
10320,5465,264
10330,5403,208
10340,6409,292
10350,6414,294
10360,5693,249
10370,5834,274
10380,6538,295
10390,5980,250
10400,6644,299
10410,5775,253
10420,5686,258
10430,5519,262
10440,6898,291
10450,6218,234
10460,5786,257
10470,5621,254
10480,6669,326
10490,5800,263
10500,5729,269
10510,5582,259
10520,5507,279
10530,5978,255
10540,5673,264
10550,5760,268
10560,5940,268
10570,5228,286
10580,6037,273
10590,5651,273
10600,5534,302
10610,5715,280
10620,6081,236
10630,5813,265
10640,5632,272
10650,5944,208
10660,5789,273
10670,6679,317
10680,5907,268
10690,5803,273
10700,6164,263
10710,5735,268
10720,6030,272
10730,5701,266
10740,5776,262
10750,5979,207
10760,5791,256
10770,6115,274
10780,5755,252
10790,5688,271
10800,5364,286
10810,6046,240
10820,5631,245
10830,6034,241
10840,6058,246
10850,5630,272
10860,6094,264
10870,5829,297
10880,5640,271
10890,5925,211
10900,6532,266
10910,5631,268
10920,6164,207
10930,5812,306
10940,6115,271
10950,7011,244
10960,5284,316
10970,5845,299
10980,5679,264
10990,6055,274
11000,5796,253
11010,6187,305
11020,5821,310
11030,6090,285
11040,5462,271
11050,5787,272
11060,5540,263
11070,6058,265
11080,5778,254
11090,6208,275
11100,5834,263
11110,6188,269
11120,6838,426
11130,6096,270
11140,6317,271
11150,5954,259
11160,6286,303
11170,5773,295
11180,6121,265
11190,5910,269
11200,6236,264
11210,5707,342
11220,6154,274
11230,5978,271
11240,6226,273
11250,5906,267
11260,6061,230
11270,5906,282
11280,6012,253
11290,5665,278
11300,7100,316
11310,7142,317
11320,5950,271
11330,5629,252
11340,6268,273
11350,6356,274
11360,6452,276
11370,7154,296
11380,5972,287
11390,5931,273
11400,6213,276
11410,5970,283
11420,6162,275
11430,6404,263
11440,6427,259
11450,6504,291
11460,7363,316
11470,6400,314
11480,6426,268
11490,6440,277
11500,7278,315
11510,6948,271
11520,6347,271
11530,6329,287
11540,6181,273
11550,6471,281
11560,6436,274
11570,6507,285
11580,6538,278
11590,6315,287
11600,6175,259
11610,6664,279
11620,6441,282
11630,6408,274
11640,6356,266
11650,7210,326
11660,6568,278
11670,6583,289
11680,6319,245
11690,7327,324
11700,6396,304
11710,6350,292
11720,6353,286
11730,6426,326
11740,7385,326
11750,6330,285
11760,6373,277
11770,6391,277
11780,6429,280
11790,6379,278
11800,7087,290
11810,6612,278
11820,6549,271
11830,7394,276
11840,7515,310
11850,6404,279
11860,6880,289
11870,6539,275
11880,6553,296
11890,6553,301
11900,6405,284
11910,6381,291
11920,6426,266
11930,6860,226
11940,6696,286
11950,6414,287
11960,6448,297
11970,6409,307
11980,6316,285
11990,6329,285
12000,6432,282
12010,6402,298
12020,6339,278
12030,6552,282
12040,6460,351
12050,6317,275
12060,6321,262
12070,6460,262
12080,6217,268
12090,6416,256
12100,6261,248
12110,6428,269
12120,7439,284
12130,6075,287
12140,6429,282
12150,7250,324
12160,6555,304
12170,7260,329
12180,6656,296
12190,7031,294
12200,8258,292
12210,6521,304
12220,7443,339
12230,7992,322
12240,8255,308
12250,6240,349
12260,6850,278
12270,7461,314
12280,7782,349
12290,7529,344
12300,7391,300
12310,7295,309
12320,6935,294
12330,6490,279
12340,7690,311
12350,6546,262
12360,7055,265
12370,6324,265
12380,6511,241
12390,6868,269
12400,6567,265
12410,6908,255
12420,7503,356
12430,6800,272
12440,6608,262
12450,6799,273
12460,7507,307
12470,6716,285
12480,6346,227
12490,6355,284
12500,6909,326
12510,7173,244
12520,6892,285
12530,7065,266
12540,6625,273
12550,6997,272
12560,7152,268
12570,6844,274
12580,7072,279
12590,6982,272
12600,7142,289
12610,7300,292
12620,7162,282
12630,6802,273
12640,7152,267
12650,7117,280
12660,7178,265
12670,7096,277
12680,7225,270
12690,7258,282
12700,7214,268
12710,7258,273
12720,6749,272
12730,7136,283
12740,7100,265
12750,7182,303
12760,8025,326
12770,7484,307
12780,7031,261
12790,6772,275
12800,6996,275
12810,7260,290
12820,7147,263
12830,6452,271
12840,7235,285
12850,6441,262
12860,6849,255
12870,7088,255
12880,7118,279
12890,7286,277
12900,7061,292
12910,7189,285
12920,7214,278
12930,7298,265
12940,7347,352
12950,8335,353
12960,7141,287
12970,7182,274
12980,7996,277
12990,7290,274
13000,7479,266
13010,8035,329
13020,7351,274
13030,7169,289
13040,8368,331
13050,7343,278
13060,7254,260
13070,8755,379
13080,7043,291
13090,7185,290
13100,6853,294
13110,7295,221
13120,7363,390
13130,8296,355
13140,7080,279
13150,6740,287
13160,7340,277
13170,7346,298
13180,8157,287
13190,8753,348
13200,8784,341
13210,8181,323
13220,8201,278
13230,7526,284
13240,8087,314
13250,7343,286
13260,8019,334
13270,7710,283
13280,6857,359
13290,7240,277
13300,8100,327
13310,7247,294
13320,7301,288
13330,7383,282
13340,7293,279
13350,7110,287
13360,7253,279
13370,7276,277
13380,7315,289
13390,8160,327
13400,8203,330
13410,8266,356
13420,7101,268
13430,7252,284
13440,7470,278
13450,7194,277
13460,7195,277
13470,6783,229
13480,6688,280
13490,7503,278
13500,7410,286
13510,7264,282
13520,7240,293
13530,8367,329
13540,7475,287
13550,7314,314
13560,7132,288
13570,7264,286
13580,8395,340
13590,7044,301
13600,7094,272
13610,7360,280
13620,7183,282
13630,7327,293
13640,7095,279
13650,7349,287
13660,7613,331
13670,7414,288
13680,7581,280
13690,7231,270
13700,7294,287
13710,7282,307
13720,7225,245
13730,7349,319
13740,7626,284
13750,7361,290
13760,7288,275
13770,7264,292
13780,7377,289
13790,7478,304
13800,8722,346
13810,8799,338
13820,8764,379
13830,8875,378
13840,7828,302
13850,7300,285
13860,7689,285
13870,9244,385
13880,6960,291
13890,7611,304
13900,8538,348
13910,7679,290
13920,7437,282
13930,7396,305
13940,8975,348
13950,8565,345
13960,7460,287
13970,7367,278
13980,7819,333
13990,7481,272
14000,7310,282
14010,7083,299
14020,8300,305
14030,7366,276
14040,7334,289
14050,7865,348
14060,7584,285
14070,9064,341
14080,7315,308
14090,7752,289
14100,7477,222
14110,7461,295
14120,7734,279
14130,7498,331
14140,7891,275
14150,8595,376
14160,8948,353
14170,7791,305
14180,7503,289
14190,7362,295
14200,7893,291
14210,8547,342
14220,9006,338
14230,7785,289
14240,7566,286
14250,7454,333
14260,7035,303
14270,7824,301
14280,7450,283
14290,7481,293
14300,7854,301
14310,7563,303
14320,8991,299
14330,7312,277
14340,7431,289
14350,9167,353
14360,7892,308
14370,7502,304
14380,7767,300
14390,7605,302
14400,7975,275
14410,7675,273
14420,7977,276
14430,7593,295
14440,7951,281
14450,7689,272
14460,7958,275
14470,7640,312
14480,7754,305
14490,7914,293
14500,8091,292
14510,8222,283
14520,9203,372
14530,8108,282
14540,8166,298
14550,7701,299
14560,7951,303
14570,9460,360
14580,9209,379
14590,7758,302
14600,9283,359
14610,8993,295
14620,7989,299
14630,8208,280
14640,7897,326
14650,7941,309
14660,8000,296
14670,7639,237
14680,8015,278
14690,7610,301
14700,9427,298
14710,7791,304
14720,7396,285
14730,9312,375
14740,7676,309
14750,8060,304
14760,7811,282
14770,7781,278
14780,8007,322
14790,7733,314
14800,7875,299
14810,9334,356
14820,8937,301
14830,8091,300
14840,8940,339
14850,7850,319
14860,8039,302
14870,7705,358
14880,8213,296
14890,7752,280
14900,7999,299
14910,8078,312
14920,7430,317
14930,8269,308
14940,8237,295
14950,8207,342
14960,8019,343
14970,8113,261
14980,7700,325
14990,8670,314
15000,8052,295
15010,8099,300
15020,8315,296
15030,8106,233
15040,8038,302
15050,8223,316
15060,8281,305
15070,8237,311
15080,8189,310
15090,9410,374
15100,8036,303
15110,8190,324
15120,8255,267
15130,8381,303
15140,8017,310
15150,9207,322
15160,7664,321
15170,10085,379
15180,8024,303
15190,8050,294
15200,8247,301
15210,8279,308
15220,8142,311
15230,8278,309
15240,7908,299
15250,9344,333
15260,10042,393
15270,8430,304
15280,7851,319
15290,8356,317
15300,8409,313
15310,8316,304
15320,8130,340
15330,8261,315
15340,8145,316
15350,8273,311
15360,8256,294
15370,8308,311
15380,8393,327
15390,8237,318
15400,8388,327
15410,8212,311
15420,8159,346
15430,9911,400
15440,8411,320
15450,9275,380
15460,9689,384
15470,9642,319
15480,8575,317
15490,8834,344
15500,8416,318
15510,8817,320
15520,8559,315
15530,8661,303
15540,10604,419
15550,8808,321
15560,9506,365
15570,9833,365
15580,8008,329
15590,8778,309
15600,8538,308
15610,8759,319
15620,10618,403
15630,8764,312
15640,8452,312
15650,10532,383
15660,8632,301
15670,8489,367
15680,8833,304
15690,10128,408
15700,8430,324
15710,8516,246
15720,8572,324
15730,8415,317
15740,8409,327
15750,8853,322
15760,8461,319
15770,8241,311
15780,8377,314
15790,9853,328
15800,8184,306
15810,8721,378
15820,8340,321
15830,8734,298
15840,8935,322
15850,8620,341
15860,8769,337
15870,9103,334
15880,9880,391
15890,8280,312
15900,8508,256
15910,8961,317
15920,9905,379
15930,8650,321
15940,8920,321
15950,8584,318
15960,9065,320
15970,9580,396
15980,9873,379
15990,8589,323
16000,8690,332
16010,9576,371
16020,8881,339
16030,8961,303
16040,8836,303
16050,8964,310
16060,8583,337
16070,9020,350
16080,10117,386
16090,8989,339
16100,8997,334
16110,8546,339
16120,8284,324
16130,8823,339
16140,8952,337
16150,8611,308
16160,8977,338
16170,8972,305
16180,10441,378
16190,9046,299
16200,8929,351
16210,9417,282
16220,8964,362
16230,9134,351
16240,9285,326
16250,10112,324
16260,9105,311
16270,10572,393
16280,8986,304
16290,9174,340
16300,9168,336
16310,9485,316
16320,9216,324
16330,9143,350
16340,9087,319
16350,9208,321
16360,9271,339
16370,10748,380
16380,9286,331
16390,9288,328
16400,9243,329
16410,9101,331
16420,9141,336
16430,9119,336
16440,9267,329
16450,9315,331
16460,9128,344
16470,9065,328
16480,9367,342
16490,8785,357
16500,9110,336
16510,9275,334
16520,10448,386
16530,8855,309
16540,9152,313
16550,9325,333
16560,9063,328
16570,10272,354
16580,9123,331
16590,9302,311
16600,9038,343
16610,9041,324
16620,9026,341
16630,10347,406
16640,9082,334
16650,10317,334
16660,10057,403
16670,10051,329
16680,9211,324
16690,9129,332
16700,9187,326
16710,9172,340
16720,9257,331
16730,10339,396
16740,9226,335
16750,9303,342
16760,9128,337
16770,9235,329
16780,9257,342
16790,9678,325
16800,9502,332
16810,10500,425
16820,9345,259
16830,9343,341
16840,9213,348
16850,9199,332
16860,10406,341
16870,9131,339
16880,9251,320
16890,8849,333
16900,11533,411
16910,8722,331
16920,9506,334
16930,9230,333
16940,9403,345
16950,9173,338
16960,9182,346
16970,9160,347
16980,9269,344
16990,9505,333
17000,9352,330
17010,9300,355
17020,9146,337
17030,8869,340
17040,9658,259
17050,9212,347
17060,9120,343
17070,9877,350
17080,9350,337
17090,11134,391
17100,9365,359
17110,9222,323
17120,9296,336
17130,9169,334
17140,9351,320
17150,11294,326
17160,10329,401
17170,9645,337
17180,11736,425
17190,9724,358
17200,9380,345
17210,9157,344
17220,9352,427
17230,9602,348
17240,9402,350
17250,9787,341
17260,9273,355
17270,9783,347
17280,9542,337
17290,9321,345
17300,9749,350
17310,9466,360
17320,10385,401
17330,10937,378
17340,9741,327
17350,9505,340
17360,9239,328
17370,9462,357
17380,9686,365
17390,9417,392
17400,11358,435
17410,9698,338
17420,10577,428
17430,9210,346
17440,9639,338
17450,9487,380
17460,9905,362
17470,9393,359
17480,9730,348
17490,9504,354
17500,9833,331
17510,9995,342
17520,9548,329
17530,9875,323
17540,10361,336
17550,9502,345
17560,9829,341
17570,9970,378
17580,9904,361
17590,10613,351
17600,11092,430
17610,9915,349
17620,9540,342
17630,9816,343
17640,9616,345
17650,11040,411
17660,10803,358
17670,12086,414
17680,9916,363
17690,9403,347
17700,9817,345
17710,9614,352
17720,11571,428
