object_counts,physics_update_elapsed_time,render_elapsed_time
3700,1534,118
3710,1471,110
3720,1353,100
3730,1370,96
3740,1311,98
3750,1391,95
3760,1330,86
3770,1406,90
3780,1390,90
3790,1370,123
3800,1316,97
3810,1349,100
3820,1368,94
3830,1400,93
3840,1419,87
3850,1382,95
3860,1397,101
3870,1366,108
3880,1417,89
3890,1366,186
3900,1329,107
3910,1385,249
3920,1578,93
3930,1467,160
3940,1450,107
3950,1442,94
3960,1477,133
3970,1389,106
3980,1378,96
3990,1436,90
4000,1365,100
4010,1383,138
4020,1478,105
4030,1421,95
4040,1451,96
4050,1413,96
4060,1379,101
4070,1401,106
4080,1367,90
4090,1425,89
4100,1447,88
4110,1570,97
4120,1380,93
4130,1383,107
4140,1385,113
4150,1373,91
4160,1384,96
4170,1405,206
4180,1599,103
4190,1398,91
4200,1373,117
4210,1635,147
4220,1577,111
4230,1449,87
4240,1379,96
4250,1443,94
4260,1399,106
4270,1491,332
4280,1446,97
4290,1434,90
4300,1501,114
4310,1471,101
4320,1466,135
4330,1669,144
4340,1565,99
4350,1533,91
4360,1568,98
4370,1440,91
4380,1497,105
4390,1592,108
4400,1406,112
4410,1383,109
4420,1460,101
4430,1357,96
4440,1439,94
4450,1394,90
4460,1376,105
4470,1403,105
4480,1443,111
4490,1608,99
4500,1481,99
4510,1471,109
4520,1440,96
4530,1455,113
4540,1594,116
4550,1661,92
4560,1553,94
4570,1614,97
4580,1603,95
4590,1602,98
4600,1528,102
4610,1538,95
4620,1442,103
4630,1467,97
4640,1510,100
4650,1423,93
4660,1468,108
4670,1608,107
4680,1414,112
4690,1646,95
4700,1620,103
4710,1604,93
4720,1472,157
4730,1642,148
4740,1506,150
4750,1557,139
4760,1422,117
4770,1445,104
4780,1428,110
4790,1436,116
4800,1450,107
4810,1495,105
4820,1448,120
4830,1502,100
4840,1546,101
4850,1570,104
4860,1647,106
4870,1571,103
4880,1497,103
4890,1486,104
4900,1594,98
4910,1460,134
4920,1451,106
4930,1430,142
4940,1391,121
4950,1397,104
4960,1455,105
4970,1486,158
4980,1535,108
4990,1428,98
5000,1613,107
5010,1446,117
5020,1533,109
5030,1455,136
5040,1488,109
5050,1511,104
5060,1350,102
5070,1417,105
5080,1547,123
5090,1499,106
5100,1552,103
5110,1703,102
5120,1591,101
5130,1609,118
5140,1522,107
5150,1531,102
5160,1658,102
5170,1634,103
5180,1484,100
5190,1446,117
5200,1442,348
5210,1635,141
5220,1439,109
5230,1454,107
5240,1479,110
5250,1404,109
5260,1478,108
5270,1531,126
5280,1536,107
5290,1495,98
5300,1447,103
5310,1454,106
5320,1448,106
5330,1597,114
5340,1469,123
5350,1541,109
5360,1566,103
5370,1499,340
5380,1589,103
5390,1529,114
5400,1507,118
5410,1758,127
5420,1534,104
5430,1460,109
5440,1484,102
5450,1631,132
5460,1552,102
5470,1512,127
5480,1457,146
5490,1501,114
5500,1772,105
5510,1643,114
5520,1628,120
5530,1826,201
5540,1856,119
5550,1531,124
5560,1493,109
5570,1417,103
5580,1545,108
5590,1532,111
5600,1633,109
5610,1536,110
5620,1504,124
5630,1489,111
5640,1539,130
5650,1504,155
5660,1565,122
5670,1695,118
5680,1498,106
5690,1481,123
5700,1482,114
5710,1573,131
5720,1578,108
5730,1671,111
5740,1652,122
5750,1596,109
5760,1486,152
5770,1686,108
5780,1744,111
5790,1685,119
5800,1558,105
5810,1571,121
5820,1726,112
5830,1596,269
5840,1576,107
5850,1726,122
5860,1564,106
5870,1543,119
5880,1514,119
5890,1655,127
5900,1755,120
5910,1789,103
5920,1526,106
5930,1547,109
5940,1683,117
5950,1784,129
5960,1576,116
5970,1635,119
5980,1501,131
5990,1571,108
6000,1825,150
6010,1639,158
6020,1600,263
6030,1596,160
6040,1578,135
6050,1564,119
6060,1584,118
6070,1826,110
6080,1492,119
6090,1534,114
6100,1532,121
6110,1690,130
6120,1739,113
6130,1566,124
6140,1528,111
6150,1581,136
6160,1625,123
6170,1728,129
6180,1572,135
6190,1671,135
6200,1564,126
6210,1584,122
6220,1536,230
6230,1648,112
6240,1705,121
6250,1504,115
6260,1506,174
6270,1550,125
6280,1786,126
6290,1787,115
6300,1568,371
6310,1670,115
6320,1555,117
6330,1525,113
6340,2026,121
6350,1690,123
6360,1562,138
6370,1718,120
6380,1627,120
6390,1637,109
6400,1774,148
6410,1474,126
6420,1755,142
6430,1636,117
6440,1516,140
6450,1598,112
6460,1734,111
6470,1866,122
6480,1713,248
6490,1812,164
6500,1903,136
6510,1604,131
6520,1543,122
6530,1641,122
6540,1569,116
6550,1938,136
6560,2024,121
6570,1765,128
6580,1623,122
6590,1592,123
6600,1568,195
6610,1588,120
6620,1874,161
6630,1831,136
6640,1534,125
6650,1876,123
6660,1641,113
6670,2010,142
6680,1837,131
6690,1901,133
6700,1702,127
6710,1569,126
6720,1948,125
6730,1665,123
6740,1670,138
6750,1596,128
6760,1704,122
6770,1986,134
6780,1667,133
6790,1607,120
6800,1556,123
6810,1542,128
6820,1703,133
6830,1815,123
6840,1585,122
6850,1619,123
6860,1994,124
6870,1930,119
6880,1572,126
6890,1793,136
6900,1672,136
6910,1571,163
6920,1627,121
6930,1589,124
6940,1554,131
6950,1916,142
6960,1669,138
6970,1668,141
6980,1697,136
6990,1611,119
7000,1862,138
7010,1843,140
7020,2192,154
7030,1812,156
7040,1838,135
7050,1851,130
7060,1725,122
7070,1709,124
7080,1561,126
7090,1824,128
7100,1615,336
7110,1704,128
7120,1838,132
7130,1958,128
7140,1590,124
7150,1716,121
7160,1822,130
7170,1792,128
7180,1764,134
7190,1794,119
7200,1630,296
7210,1609,136
7220,1608,128
7230,1636,136
7240,1759,138
7250,1947,144
7260,1808,121
7270,1819,128
7280,1852,152
7290,1953,181
7300,1923,172
7310,1774,161
7320,1649,159
7330,1671,133
7340,1947,126
7350,1804,125
7360,1643,172
7370,1955,135
7380,1596,178
7390,1833,148
7400,1851,180
7410,1738,145
7420,1572,122
7430,1594,133
7440,1647,188
7450,1894,173
7460,1904,150
7470,2088,134
7480,1827,132
7490,1642,363
7500,1675,132
7510,1723,128
7520,1692,144
7530,1725,137
7540,1993,132
7550,1885,134
7560,2075,131
7570,2060,124
7580,2037,141
7590,1680,133
7600,1857,126
7610,1621,131
7620,1606,131
7630,1975,152
7640,2014,132
7650,1985,130
7660,2093,128
7670,1770,144
7680,1982,133
7690,1606,128
7700,1648,140
7710,1990,133
7720,1979,137
7730,1640,132
7740,1824,147
7750,2055,135
7760,2144,139
7770,2216,200
7780,1716,136
7790,2053,167
7800,1982,256
7810,2096,130
7820,1923,138
7830,1686,142
7840,1661,125
7850,1745,151
7860,2171,130
7870,2023,129
7880,1705,370
7890,1713,364
7900,1675,150
7910,2286,191
7920,1673,137
7930,1773,135
7940,1648,136
7950,1915,134
7960,1786,137
7970,1762,141
7980,1992,156
7990,2081,361
8000,2152,126
8010,2109,160
8020,1729,143
8030,1836,142
8040,1764,138
8050,1914,149
8060,1916,181
8070,2074,154
8080,2166,133
8090,1662,131
8100,1951,146
8110,1713,144
8120,2110,151
8130,1959,368
8140,1813,140
8150,1753,132
8160,2165,147
8170,1759,134
8180,1875,140
8190,1933,131
8200,1932,136
8210,1887,139
8220,2083,132
8230,2059,145
8240,1726,147
8250,1739,150
8260,1946,135
8270,1948,141
8280,2163,160
8290,2340,144
8300,1856,145
8310,2170,158
8320,2001,378
8330,1789,138
8340,1689,135
8350,2277,133
8360,1908,150
8370,2004,144
8380,2103,151
8390,2344,138
8400,1869,135
8410,2060,137
8420,1925,232
8430,2005,153
8440,2158,141
8450,2091,153
8460,2096,139
8470,2080,217
8480,1935,139
8490,2026,140
8500,2084,149
8510,2054,150
8520,1860,148
8530,2165,147
8540,2266,152
8550,2432,175
8560,2181,190
8570,2202,191
8580,2071,183
8590,1948,155
8600,1870,141
8610,2226,135
8620,2015,176
8630,1737,166
8640,1813,156
8650,2031,148
8660,2006,190
8670,1932,145
8680,2278,166
8690,1836,144
8700,1892,154
8710,2219,151
8720,1958,141
8730,1908,142
8740,1986,149
8750,2223,281
8760,1768,160
8770,1989,151
8780,1798,150
8790,2082,139
8800,1922,132
8810,1945,185
8820,2063,138
8830,2076,151
8840,2255,148
8850,2134,159
8860,1856,141
8870,1954,145
8880,1839,153
8890,2204,142
8900,1946,158
8910,2243,168
8920,2189,169
8930,2165,139
8940,1977,139
8950,1943,247
8960,2013,181
8970,1913,153
8980,2097,292
8990,1999,147
9000,1936,140
9010,2095,141
9020,2182,140
9030,1951,160
9040,2131,197
9050,2263,145
9060,2030,138
9070,2118,176
9080,2542,145
9090,2096,147
9100,2250,148
9110,2546,210
9120,2452,212
9130,2379,198
9140,2346,214
9150,2150,195
9160,2294,185
9170,2278,168
9180,2173,156
9190,2144,147
9200,2160,176
9210,2236,146
9220,2121,151
9230,2117,176
9240,2398,205
9250,2261,192
9260,2189,180
9270,2080,157
9280,2056,155
9290,2025,158
9300,2207,200
9310,2296,249
9320,2415,210
9330,2774,203
9340,2609,220
9350,2352,207
9360,2521,202
9370,2560,203
9380,2816,193
9390,2325,210
9400,2416,330
9410,2386,198
9420,2349,191
9430,2407,184
9440,2597,195
9450,2338,198
9460,2526,197
9470,2202,187
9480,2240,175
9490,2229,194
9500,2088,193
9510,2508,198
9520,2221,198
9530,2318,191
9540,2496,205
9550,2345,201
9560,2136,187
9570,2398,188
9580,2341,285
9590,2444,200
9600,2376,195
9610,2277,196
9620,2362,192
9630,2467,196
9640,2612,196
9650,2348,200
9660,2328,198
9670,2354,202
9680,2567,198
9690,2441,203
9700,2336,202
9710,2393,206
9720,2240,205
9730,2337,207
9740,2335,316
9750,2436,293
9760,2504,196
9770,2447,206
9780,2338,193
9790,2475,206
9800,2527,209
9810,2546,209
9820,2471,212
9830,2440,201
9840,2362,197
9850,2432,205
9860,2462,203
9870,2511,417
9880,2366,201
9890,2341,164
9900,2213,177
9910,2279,300
9920,2218,164
9930,2334,309
9940,2151,164
9950,2328,159
9960,2239,160
9970,2590,167
9980,2430,163
9990,2368,165
10000,2213,171
10010,2454,160
10020,2144,147
10030,2437,158
10040,2500,203
10050,2378,166
10060,2087,163
10070,2461,162
10080,2332,157
10090,2411,169
10100,2242,171
10110,2311,166
10120,2422,160
10130,2358,149
10140,2303,308
10150,2413,172
10160,2554,158
10170,2469,167
10180,2524,160
10190,2426,169
10200,2288,153
10210,2304,159
10220,2198,159
10230,2086,162
10240,2428,172
10250,2617,162
10260,2494,159
10270,2314,161
10280,2426,156
10290,2404,159
10300,2480,174
10310,2181,173
10320,2211,149
10330,2262,152
10340,2515,167
10350,2469,178
10360,2370,169
10370,2340,175
10380,2328,163
10390,2238,160
10400,2423,153
10410,2666,183
10420,2326,168
10430,2387,173
10440,2371,171
10450,2510,169
10460,2307,158
10470,2483,153
10480,2243,157
10490,2312,190
10500,2374,165
10510,2179,167
10520,2528,164
10530,2353,167
10540,2476,163
10550,2293,170
10560,2432,175
10570,2499,175
10580,2524,164
10590,2436,157
10600,2597,201
10610,2406,177
10620,2356,169
10630,2555,167
10640,2324,173
10650,2277,162
10660,2333,162
10670,2363,156
10680,2504,168
10690,2728,182
10700,2594,166
10710,2446,169
10720,2881,167
10730,2345,159
10740,2484,155
10750,2605,163
10760,2385,175
10770,2676,164
10780,2374,207
10790,2282,341
10800,2264,164
10810,2479,166
10820,2350,160
10830,2491,170
10840,2536,173
10850,2375,179
10860,2511,157
10870,2463,165
10880,2453,171
10890,2629,181
10900,2416,177
10910,2371,178
10920,2335,172
10930,2511,161
10940,2619,167
10950,2372,166
10960,2517,187
10970,2518,183
10980,2675,155
10990,2403,173
11000,2530,169
11010,2524,171
11020,2699,192
11030,2628,171
11040,2755,213
11050,2821,214
11060,2683,207
11070,2560,194
11080,2463,173
11090,2666,179
11100,2702,171
11110,2407,171
11120,2683,187
11130,2541,185
11140,2605,167
11150,2427,176
11160,2600,171
11170,2568,174
11180,2722,165
11190,2606,178
11200,2539,173
11210,2416,176
11220,2827,173
11230,2735,175
11240,2560,170
11250,2631,174
11260,2621,175
11270,2600,172
11280,2706,166
11290,2484,175
11300,2708,164
11310,2604,167
11320,2491,173
11330,2808,167
11340,2561,188
11350,2790,170
11360,2693,171
11370,2703,166
11380,2601,179
11390,2665,178
11400,2496,164
11410,2743,175
11420,2744,166
11430,2491,168
11440,2579,167
11450,2663,176
11460,2785,184
11470,2601,170
11480,2830,178
11490,2845,167
11500,2836,182
11510,2764,175
11520,2604,214
11530,2627,177
11540,2519,186
11550,2719,169
11560,2554,166
11570,2750,182
11580,2550,298
11590,2851,184
11600,2936,178
11610,2802,182
11620,2792,208
11630,2614,189
11640,2591,222
11650,2562,195
11660,2562,182
11670,2678,170
11680,2810,168
11690,2526,166
11700,2688,199
11710,2575,185
11720,2687,169
11730,2637,187
11740,2498,183
11750,2647,172
11760,2765,177
11770,2608,182
11780,2628,190
11790,2724,171
11800,2638,187
11810,2762,175
11820,2485,180
11830,2903,186
11840,3033,186
11850,2896,175
11860,2752,192
11870,2533,184
11880,2769,182
11890,2645,188
11900,3078,185
11910,2540,170
11920,2814,564
11930,2665,177
11940,2789,176
11950,2580,189
11960,2597,179
11970,2946,186
11980,2758,184
11990,2904,173
12000,2709,173
12010,2579,196
12020,2855,176
12030,2988,178
12040,2964,190
12050,2703,188
12060,2880,176
12070,2676,180
12080,2657,173
12090,2855,180
12100,2651,189
12110,2665,181
12120,2881,181
12130,2858,196
12140,3011,189
12150,2843,176
12160,2889,178
12170,2926,187
12180,2642,189
12190,2728,185
12200,2790,190
12210,2822,211
12220,2735,178
12230,2647,226
12240,2767,190
12250,2867,231
12260,2893,198
12270,2895,237
12280,2983,234
12290,3049,237
12300,2709,221
12310,2830,361
12320,2724,186
12330,2878,193
12340,2704,178
12350,3008,195
12360,2775,185
12370,3044,191
12380,2785,189
12390,2735,179
12400,2752,183
12410,2669,439
12420,2865,196
12430,2857,188
12440,2810,180
12450,2818,187
12460,2941,185
12470,3092,196
12480,2888,188
12490,2729,179
12500,2672,190
12510,3024,188
12520,2691,178
12530,2693,199
12540,2808,195
12550,2728,240
12560,2938,191
12570,2869,179
12580,2878,184
12590,2854,209
12600,2845,188
12610,2836,190
12620,3009,202
12630,2981,186
12640,2975,179
12650,3010,200
12660,2890,195
12670,2877,194
12680,2912,203
12690,2770,193
12700,3101,194
12710,2955,198
12720,3109,191
12730,3040,185
12740,2896,186
12750,2826,193
12760,2993,194
12770,2815,198
12780,2833,185
12790,3183,200
12800,2940,205
12810,2937,187
12820,2924,186
12830,3040,203
12840,3054,185
12850,3000,196
12860,3129,196
12870,2808,183
12880,3147,186
12890,2845,201
12900,2922,203
12910,2984,197
12920,2888,202
12930,2810,192
12940,3025,208
12950,3011,331
12960,3024,200
12970,2956,234
12980,2980,210
12990,2875,187
13000,3062,195
13010,2889,200
13020,3038,191
13030,3061,357
13040,3200,194
13050,3169,183
13060,2851,203
13070,3057,196
13080,2998,191
13090,3095,184
13100,3086,198
13110,3170,187
13120,3319,415
13130,3117,207
13140,3110,187
13150,3041,192
13160,2926,194
13170,2954,192
13180,3053,185
13190,3059,191
13200,3119,190
13210,3149,203
13220,2956,199
13230,3153,192
13240,2920,199
13250,3016,201
13260,3089,194
13270,3044,213
13280,3016,198
13290,2940,181
13300,2942,191
13310,3061,202
13320,2957,192
13330,3028,298
13340,2982,191
13350,3219,200
13360,2956,198
13370,3052,205
13380,3142,222
13390,3002,199
13400,3062,199
13410,3198,430
13420,2954,195
13430,2978,208
13440,3257,194
13450,3015,206
13460,3215,202
13470,3165,198
13480,3179,248
13490,3295,248
13500,3372,234
13510,3119,225
13520,3166,209
13530,3112,186
13540,3085,201
13550,3199,210
13560,3405,198
13570,3043,307
13580,3222,203
13590,3228,196
13600,3129,196
13610,3090,310
13620,3166,194
13630,3006,195
13640,3138,208
13650,3014,192
13660,3131,194
13670,3105,209
13680,3041,233
13690,3122,201
13700,3183,216
13710,3213,200
13720,2951,190
13730,2960,219
13740,3115,206
13750,3136,211
13760,3148,203
13770,3120,196
13780,3078,203
13790,3067,205
13800,3146,205
13810,3284,197
13820,3095,202
13830,3194,203
13840,3160,200
13850,3073,309
13860,3524,206
13870,3263,203
13880,3151,203
13890,3153,366
13900,3240,205
13910,3056,208
13920,3252,202
13930,3251,222
13940,3612,211
13950,3368,217
13960,3179,212
13970,3103,314
13980,3149,206
13990,3210,211
14000,3181,203
14010,3584,201
14020,3389,197
14030,3194,202
14040,3199,198
14050,3303,209
14060,3349,217
14070,3279,214
14080,3468,213
14090,3169,220
14100,3363,195
14110,3247,204
14120,3195,444
14130,3266,206
14140,3157,202
14150,3301,208
14160,3304,241
14170,3179,217
14180,3382,213
14190,3281,206
14200,3111,208
14210,3056,215
14220,3064,440
14230,3202,200
14240,3325,215
14250,3152,202
14260,3136,195
14270,3241,227
14280,3083,205
14290,3213,211
14300,3214,212
14310,3093,200
14320,3055,200
14330,3445,222
14340,3213,202
14350,3333,203
14360,3101,382
14370,3241,209
14380,3370,208
14390,3304,248
14400,3348,215
14410,3372,210
14420,3181,450
14430,3294,199
14440,3219,213
14450,3421,210
14460,3574,204
14470,3216,213
14480,3342,201
14490,3210,311
14500,3355,220
14510,3300,226
14520,3309,212
14530,3168,239
14540,3299,223
14550,3394,215
14560,3305,212
14570,3244,212
14580,3477,214
14590,3281,207
14600,3422,215
14610,3451,208
14620,3406,205
14630,3312,208
14640,3330,215
14650,3290,232
14660,3163,213
14670,3728,258
14680,3422,263
14690,3393,254
14700,3402,233
14710,3381,217
14720,3186,219
14730,3351,212
14740,3232,203
14750,3339,225
14760,3255,260
14770,3288,210
14780,3414,226
14790,3278,214
14800,3360,218
14810,3306,218
14820,3251,211
14830,3298,221
14840,3318,211
14850,3231,210
14860,3432,216
14870,3311,205
14880,3270,203
14890,3337,214
14900,3530,219
14910,3579,206
14920,3434,205
14930,3584,219
14940,3401,220
14950,3349,210
14960,3475,213
14970,3473,207
14980,3451,221
14990,3584,211
15000,3410,217
15010,3329,217
15020,3401,221
15030,3528,212
15040,3285,208
15050,3456,213
15060,3503,227
15070,3355,223
15080,3709,216
15090,3594,210
15100,3586,228
15110,3675,260
15120,3404,222
15130,3392,217
15140,3459,222
15150,3431,218
15160,3304,229
15170,3321,440
15180,3524,236
15190,3378,322
15200,3413,411
15210,3565,209
15220,3595,227
15230,3391,216
15240,3385,237
15250,3453,229
15260,3582,224
15270,3550,212
15280,3466,209
15290,3447,218
15300,3513,238
15310,3309,218
15320,3518,214
15330,3430,210
15340,3342,217
15350,3586,215
15360,3454,214
15370,3628,216
15380,3339,229
15390,3314,212
15400,3753,215
15410,3589,216
15420,3357,228
15430,3540,223
15440,3414,235
15450,3611,330
15460,3541,210
15470,3676,218
15480,3425,216
15490,3526,225
15500,3535,221
15510,3408,214
15520,3323,223
15530,3450,227
15540,3421,222
15550,3593,221
15560,3510,214
15570,3571,221
15580,3503,214
15590,3440,211
15600,3476,216
15610,3513,227
15620,3593,449
15630,3615,226
15640,3737,257
15650,3790,265
15660,3432,255
15670,3834,248
15680,3660,245
15690,3750,243
15700,3708,270
15710,3681,254
15720,3532,323
15730,3637,254
15740,3605,243
15750,3694,259
15760,3706,261
15770,3638,257
15780,3506,272
15790,3637,239
15800,3463,319
15810,3664,235
15820,3685,241
15830,3669,261
15840,3467,230
15850,3521,461
15860,3635,219
15870,3594,220
15880,3634,234
15890,3634,269
15900,3596,276
15910,3912,275
15920,3611,267
15930,3502,222
15940,3921,223
15950,3625,216
15960,3538,232
15970,3631,336
15980,3679,229
15990,3691,221
16000,3736,213
16010,3643,221
16020,3651,225
16030,3664,231
16040,3510,226
16050,3625,223
16060,3748,216
16070,3403,216
16080,3935,221
16090,3539,236
16100,3518,387
16110,3586,230
16120,3531,230
16130,3745,227
16140,3494,226
16150,3714,233
16160,3854,226
16170,3641,234
16180,3711,229
16190,3617,220
16200,3712,222
16210,3752,232
16220,3674,237
16230,3695,233
16240,3662,425
16250,3540,236
16260,3610,234
16270,3708,227
16280,3500,226
16290,3956,263
16300,3900,228
16310,3601,223
16320,3703,386
16330,3488,244
16340,3664,439
16350,3540,222
16360,3614,228
16370,3772,220
16380,3519,229
16390,3549,228
16400,3750,226
16410,3878,236
16420,3563,242
16430,3639,229
16440,3806,240
16450,3769,327
16460,4008,227
16470,3614,241
16480,3875,225
16490,3873,232
16500,3728,236
16510,3810,231
16520,3652,234
16530,4060,228
16540,3694,226
16550,3719,263
16560,3751,252
16570,3723,229
16580,3728,230
16590,3849,224
16600,3842,227
16610,3793,220
16620,3798,238
16630,3934,245
16640,3828,233
16650,3835,222
16660,3807,227
16670,3671,217
16680,3739,239
16690,3777,229
16700,3994,227
16710,3627,335
16720,3568,227
16730,3933,222
16740,3783,239
16750,3687,233
16760,3866,237
16770,3800,222
16780,3878,226
16790,3861,226
16800,4042,236
16810,3954,234
16820,3737,344
16830,3790,228
16840,3781,236
16850,3726,234
16860,3792,240
16870,3875,235
16880,3904,415
16890,3968,236
16900,3680,438
16910,3847,239
16920,3869,244
16930,3815,235
16940,3857,231
16950,3789,238
16960,3741,222
16970,3905,228
16980,3809,240
16990,3930,244
17000,3855,237
17010,3834,249
17020,3790,234
17030,3817,393
17040,3816,239
17050,3741,476
17060,4046,246
17070,3697,235
17080,4007,245
17090,3763,243
17100,3980,308
17110,4179,425
17120,3909,277
17130,3745,256
17140,3823,238
17150,3689,237
17160,3828,237
17170,3746,230
17180,3799,232
17190,3771,233
17200,3964,239
17210,3849,232
17220,3868,241
17230,3847,233
17240,3832,237
17250,3879,233
17260,3827,231
17270,3913,267
17280,3879,467
17290,3893,247
17300,3913,238
17310,3781,238
17320,4007,229
17330,3994,229
17340,3952,245
17350,3899,242
17360,4183,234
17370,3899,239
17380,3949,236
17390,3888,233
17400,3848,249
17410,4154,244
17420,3918,237
17430,4143,240
17440,3965,242
17450,3917,233
17460,3786,261
17470,3948,263
17480,3953,239
17490,4032,244
17500,3810,468
17510,3862,241
17520,3970,241
17530,3850,240
17540,3777,266
17550,4321,239
17560,3979,239
17570,4027,244
17580,4128,253
17590,3915,240
17600,3893,254
17610,3917,238
17620,3921,249
17630,3843,242
17640,4086,266
17650,4012,252
17660,3960,246
17670,3831,256
17680,3891,263
17690,4149,236
17700,4145,253
17710,3992,243
