object_counts,gpu_elapsed_time,physics_update_elapsed_time,render_elapsed_time
1920,627.712,1144,109
1940,687.104,1142,87
1960,747.584,1213,94
1980,657.408,1141,101
2000,818.176,1360,117
2020,745.472,1289,101
2040,319.392,618,152
2060,296.96,578,93
2080,863.232,1303,83
2100,715.872,1156,84
2120,323.584,572,115
2140,753.664,1233,115
2160,494.592,924,113
2180,928.768,1471,156
2200,307.2,540,161
2220,809.024,1262,97
2240,811.008,1283,98
2260,781.312,1238,95
2280,826.368,1318,119
2300,739.328,1245,109
2320,778.336,1226,243
2340,822.272,1293,114
2360,392.192,659,136
2380,778.24,1241,103
2400,817.152,1288,110
2420,815.104,1413,127
2440,868.224,1315,86
2460,805.888,1262,88
2480,361.344,643,113
2500,381.952,649,143
2520,309.248,582,110
2540,794.592,1270,120
2560,887.808,1341,100
2580,803.84,1272,102
2600,832.512,1307,105
2620,809.984,1276,99
2640,668.672,1152,109
2660,846.752,1377,194
2680,314.368,607,121
2700,812.032,1331,107
2720,364.544,636,138
2740,787.584,1266,107
2760,739.488,1222,106
2780,772.096,1263,114
2800,824.32,1354,121
2820,308.16,565,116
2840,725.92,1189,112
2860,701.44,1156,104
2880,583.616,1057,108
2900,777.216,1582,193
2920,372.704,618,98
2940,726.016,1208,112
2960,717.824,1176,108
2980,701.536,1171,99
3000,728.128,1190,114
3020,553.952,1038,111
3040,858.016,1407,115
3060,540.672,1026,114
3080,462.848,1032,112
3100,366.592,646,116
3120,339.968,628,99
3140,485.376,947,116
3160,421.856,1003,102
3180,399.36,680,111
3200,487.392,982,123
3220,365.568,658,108
3240,442.24,934,121
3260,457.728,960,132
3280,538.624,1040,114
3300,413.696,888,109
3320,374.784,648,108
3340,445.44,924,123
3360,564.224,1058,106
3380,384,661,125
3400,551.936,1083,112
3420,448.512,912,106
3440,380.928,638,104
3460,467.968,975,129
3480,464.896,955,118
3500,629.696,949,127
3520,457.728,973,174
3540,451.584,931,96
3560,459.776,957,107
3580,457.728,928,100
3600,397.312,670,150
3620,523.264,1060,237
3640,508.928,972,106
3660,495.616,792,133
3680,445.44,726,158
3700,462.848,978,135
3720,440.32,698,223
3740,482.304,986,137
3760,503.808,986,139
3780,448.512,762,136
3800,460.768,945,115
3820,398.336,688,110
3840,493.536,947,105
3860,494.592,1001,140
3880,473.088,884,121
3900,492.544,983,153
3920,475.136,977,112
3940,472.064,984,155
3960,460.8,940,104
3980,458.752,957,196
4000,480.096,978,119
4020,500.608,979,112
4040,489.472,765,106
4060,504.704,1013,131
4080,489.472,997,124
4100,482.304,1019,179
4120,760.832,1240,140
4140,517.12,1067,115
4160,495.616,1132,128
4180,512,1053,157
4200,465.92,735,115
4220,489.472,984,145
4240,506.88,999,125
4260,466.944,758,212
4280,493.568,990,117
4300,498.688,966,201
4320,507.904,1005,115
4340,500.736,1052,137
4360,487.424,989,103
4380,555.008,1185,113
4400,502.784,1203,143
4420,614.336,1130,123
4440,472.064,977,108
4460,505.76,1031,142
4480,473.088,958,109
4500,477.184,956,107
4520,515.072,1009,125
4540,515.072,840,151
4560,544.768,1136,146
4580,517.056,1031,152
4600,509.952,1098,123
4620,499.712,1002,128
4640,492.544,1092,114
4660,507.904,890,138
4680,448.512,754,150
4700,482.304,1032,136
4720,499.712,1052,120
4740,522.24,1021,113
4760,516.096,1080,118
4780,527.36,1107,245
4800,473.088,748,119
4820,472.064,775,140
4840,517.12,1018,130
4860,522.24,1029,133
4880,530.432,1014,116
4900,517.12,816,185
4920,493.568,740,166
4940,493.568,800,144
4960,526.336,1021,121
4980,539.648,1031,111
5000,506.88,1000,130
5020,490.496,780,124
5040,526.336,1023,130
5060,474.112,791,184
5080,519.104,1045,137
5100,501.76,774,122
5120,485.376,757,117
5140,550.912,1069,131
5160,518.144,999,118
5180,505.856,1039,240
5200,516.96,1003,252
5220,544.768,1064,139
5240,533.504,789,123
5260,546.816,1067,149
5280,529.344,1008,137
5300,505.824,994,148
5320,502.784,1110,145
5340,531.456,1022,204
5360,514.048,1013,133
5380,599.04,1317,191
5400,530.432,1021,115
5420,542.72,1023,123
5440,521.216,1029,149
5460,510.816,1017,133
5480,545.792,1035,205
5500,555.008,1060,140
5520,552.96,1061,142
5540,505.856,786,129
5560,530.432,1027,140
5580,532.384,1042,144
5600,544.768,1064,152
5620,538.496,1035,125
5640,497.664,757,125
5660,536.416,1025,127
5680,534.432,1048,164
5700,513.024,1149,151
5720,513.024,1002,129
5740,474.112,760,142
5760,517.12,798,142
5780,615.424,963,31177
5800,508.928,798,557
5820,519.168,1076,161
5840,526.336,1059,161
5860,540.672,871,8049
5880,561.152,944,12606
5900,495.616,815,135
5920,577.408,1295,166
5940,536.576,1065,153
5960,576.512,1132,2397
5980,539.648,1082,176
6000,541.568,1072,142
6020,504.832,790,274
6040,537.6,1069,170
6060,540.672,1050,168
6080,506.88,799,175
6100,546.816,1045,142
6120,529.408,1045,144
6140,565.152,1087,165
6160,565.248,1124,172
6180,577.536,1108,167
6200,595.968,1292,171
6220,626.688,1138,145
6240,556.032,1053,143
6260,563.2,1062,162
6280,563.2,1148,138
6300,586.752,1087,135
6320,603.136,1222,162
6340,520.192,832,202
6360,555.008,1071,145
6380,561.152,1142,140
6400,567.296,1070,135
6420,568.32,1160,145
6440,523.264,801,150
6460,562.176,1108,149
6480,566.272,1080,149
6500,521.216,819,152
6520,540.672,1052,171
6540,565.248,1215,189
6560,592.896,1182,153
6580,568.256,1079,214
6600,534.528,816,140
6620,556.032,1043,134
6640,558.08,1053,141
6660,508.928,793,147
6680,565.248,1071,161
6700,550.912,1051,144
6720,543.744,846,160
6740,586.752,1158,176
6760,603.136,1306,241
6780,574.336,1229,162
6800,557.056,1073,157
6820,551.936,1049,137
6840,507.904,783,161
6860,547.84,1051,150
6880,516.096,801,139
6900,569.344,1064,142
6920,521.216,840,160
6940,571.392,1071,141
6960,508.864,795,153
6980,583.68,1088,156
7000,601.088,1092,142
7020,598.016,1106,150
7040,596.992,1134,249
7060,565.248,1037,139
7080,568.32,1186,155
7100,550.912,1065,250
7120,521.216,812,144
7140,550.912,1057,138
7160,527.36,823,158
7180,565.248,1158,152
7200,601.088,1279,218
7220,605.184,1274,195
7240,647.168,1383,181
7260,575.488,1194,153
7280,595.968,1143,260
7300,613.376,1124,142
7320,623.616,1138,149
7340,589.824,1095,217
7360,569.312,1078,157
7380,566.208,1091,160
7400,553.984,1066,160
7420,545.792,1048,154
7440,542.72,1045,143
7460,556.032,1058,239
7480,591.872,1083,142
7500,581.632,1094,157
7520,542.72,1068,176
7540,501.76,808,156
7560,557.056,1143,151
7580,601.088,1100,149
7600,587.776,1092,143
7620,537.6,826,163
7640,517.12,795,233
7660,542.624,1058,144
7680,527.36,1146,168
7700,478.208,748,149
7720,526.336,1023,145
7740,544.768,1050,147
7760,540.672,1152,185
7780,530.432,1030,220
7800,560.128,1078,421
7820,579.584,1075,146
7840,575.488,1162,263
7860,677.888,1179,220
7880,699.392,1022,185
7900,663.552,1332,211
7920,581.632,1197,154
7940,548.8,1040,206
7960,546.816,1044,142
7980,554.944,1154,181
8000,555.008,1061,180
8020,600.064,1181,221
8040,537.6,876,184
8060,1363.97,2018,168
8080,1211.39,1624,265
8100,1302.53,1938,143
8120,1233.92,1901,180
8140,1246.21,2046,267
8160,1372.16,2020,157
8180,1256.45,1660,170
8200,1314.82,1956,162
8220,1266.69,1951,183
8240,1210.37,1642,202
8260,1273.86,1905,153
8280,1261.57,1901,172
8300,1348.61,1992,221
8320,1305.6,1968,148
8340,1357.82,2009,167
8360,1294.34,1955,182
8380,1336.32,1982,154
8400,1323.01,1731,191
8420,1430.53,2081,167
8440,1394.69,2036,162
8460,1393.66,2042,155
8480,1291.26,1741,193
8500,1379.33,2139,170
8520,1355.78,2009,158
8540,1414.14,2178,176
8560,1398.78,2048,258
8580,1504.26,2181,248
8600,1505.28,2142,171
8620,1489.92,2311,185
8640,1626.11,2420,191
8660,1491.97,2196,195
8680,1368.06,2038,188
8700,1368.06,2051,257
8720,1342.46,2068,190
8740,1440.77,2177,180
8760,1408,2066,169
8780,1415.17,2152,150
8800,1397.76,2069,278
8820,1404.93,1807,169
8840,1473.54,2187,167
8860,1485.82,2261,183
8880,1480.7,2281,172
8900,1530.88,2199,167
8920,1524.74,2204,178
8940,1587.2,2282,176
8960,1500.16,2201,172
8980,1511.42,2689,181
9000,1472.51,2602,161
9020,1564.67,2651,176
9040,1529.86,2459,174
9060,1468.42,2315,180
9080,1478.66,2619,182
9100,1456.13,1831,186
9120,1504.26,1866,193
9140,1588.22,2663,163
9160,1513.47,5061,186
9180,1614.85,2865,188
9200,1590.27,2862,178
9220,1600.51,2179,212
9240,1642.5,2803,168
9260,1525.76,2424,182
9280,1672.19,2515,162
9300,1914.88,2834,164
9320,1704.96,2329,223
9340,1652.74,2481,209
9360,1642.5,3811,288
9380,1718.27,2588,179
9400,1722.37,3005,181
9420,1785.86,3024,208
9440,1819.65,3015,184
9460,1762.3,2193,200
9480,1756.16,2636,173
9500,1709.06,2868,162
9520,1700.86,2860,170
9540,1924.1,3094,176
9560,1964.03,3123,163
9580,1646.59,2279,207
9600,1698.82,4498,180
9620,1761.28,3020,167
9640,1766.4,2965,180
9660,1788.93,3005,172
9680,1827.84,2681,185
9700,1922.05,2714,217
9720,1936.38,2833,198
9740,1912.83,3089,172
9760,1786.88,2943,170
9780,1808.38,2969,179
9800,1823.74,2984,173
9820,1809.41,2749,213
9840,2122.75,5838,229
9860,2198.53,3386,194
9880,2016.26,3198,225
9900,1864.7,3043,200
9920,1930.24,3209,194
9940,2018.3,2684,199
9960,1889.28,3045,207
9980,1881.09,3138,211
10000,1900.54,3109,192
10020,1850.37,3018,188
10040,1753.09,2709,175
10060,1769.47,2423,216
10080,1914.88,4419,197
10100,1963.01,3105,187
10120,2068.48,3278,188
10140,1933.31,3081,182
10160,1897.47,3087,181
10180,1882.11,2895,202
10200,1889.28,2798,292
10220,1922.05,2833,198
10240,1906.69,2891,180
10260,1932.29,3237,197
10280,1875.97,3068,197
10300,1856.51,2898,213
10320,1992.7,2896,179
10340,2039.81,3199,203
10360,2104.32,3279,181
10380,2033.66,3028,206
10400,2089.98,3304,198
10420,2053.12,2507,218
10440,2142.21,2867,185
10460,2101.25,3348,196
10480,2134.02,5613,312
10500,2085.89,3191,182
10520,1981.44,2938,182
10540,2097.15,2852,203
10560,2188.29,3181,188
10580,2280.45,3333,186
10600,2318.34,5476,205
10620,2247.68,2906,215
10640,2150.4,3385,190
10660,2194.43,2655,290
10680,2172.93,3065,186
10700,2176,3448,186
10720,2087.94,2885,206
10740,2027.52,2977,187
10760,2114.56,3303,181
10780,2045.95,2494,254
10800,2242.56,2965,174
10820,2228.22,3396,176
10840,2188.29,5809,182
10860,2203.65,3347,271
10880,2167.81,3064,180
10900,2066.43,3153,230
10920,2113.54,2800,180
10940,2154.5,3080,228
10960,2430.98,6330,186
10980,2529.28,3731,198
11000,2676.74,3681,203
11020,2554.88,3858,203
11040,2411.52,3106,179
11060,2390.02,3373,270
11080,2442.24,3676,184
11100,2482.18,3796,182
11120,2527.23,3559,222
11140,2665.47,3657,229
11160,2667.52,3761,231
11180,2605.06,3638,229
11200,2542.59,3572,222
11220,2473.98,3667,195
11240,2430.98,3665,201
11260,2327.55,2992,201
11280,2479.1,4803,201
11300,2332.67,3245,199
11320,2399.23,3406,188
11340,2482.18,3384,178
11360,2541.57,3808,192
11380,2542.59,3396,233
11400,2538.5,3589,202
11420,2471.94,3472,200
11440,2552.83,3303,187
11460,2540.54,3798,212
11480,2663.42,3915,207
11500,2452.48,3167,213
11520,2549.76,3875,211
11540,2503.68,3765,202
11560,2521.09,3817,192
11580,2558.98,3636,220
11600,2567.17,3877,207
11620,2861.06,3530,201
11640,2627.58,3670,213
11660,2551.81,3250,210
11680,2554.88,3886,533
11700,2494.46,3445,284
11720,2586.62,3718,195
11740,2582.53,3292,210
11760,2615.3,3440,215
11780,2823.17,3770,277
11800,2729.98,3765,205
11820,2812.93,3754,290
11840,2765.82,3812,203
11860,2565.12,3294,188
11880,2776.06,3549,210
11900,2756.61,3899,296
11920,2902.02,4156,196
11940,2727.94,3974,196
11960,2761.73,3998,199
11980,2715.65,3803,199
12000,2666.5,4024,211
12020,2677.76,4038,206
12040,2736.13,4108,212
12060,2560,3642,210
12080,2731.01,3764,202
12100,2526.21,3249,224
12120,2464.77,3559,239
12140,2550.78,3886,200
12160,2514.94,3824,266
12180,2684.93,4018,204
12200,2676.74,3942,211
12220,2695.17,3752,200
12240,2845.7,3918,230
12260,2758.66,4103,211
12280,2775.04,3819,231
12300,2821.12,4362,197
12320,2924.54,4319,205
12340,2857.98,3663,207
12360,2786.3,3547,219
12380,2754.56,3796,207
12400,2731.01,4022,207
12420,2698.24,3961,220
12440,2703.36,3954,215
12460,2542.59,3646,199
12480,2511.87,4785,218
12500,2722.82,3704,322
12520,2780.16,3845,200
12540,2710.53,3776,224
12560,2669.57,3711,212
12580,2644.99,3634,216
12600,2634.75,3437,228
12620,2655.23,3761,204
12640,2679.81,3936,204
12660,2685.95,3973,219
12680,2600.96,3700,239
12700,2571.26,3540,227
12720,2662.4,3724,229
12740,2640.9,3918,212
12760,2790.4,4054,205
12780,2845.7,4004,214
12800,2891.78,4223,231
12820,2742.27,3549,207
12840,2597.89,3533,232
12860,2670.59,4527,207
12880,2695.17,3928,205
12900,2620.42,3623,200
12920,2622.46,3871,210
12940,2663.42,3404,233
12960,2662.4,3370,282
12980,2719.74,3952,204
13000,2936.83,4173,203
13020,3084.29,4389,218
13040,3156.99,4480,212
13060,2746.37,3696,203
13080,2693.12,4036,249
13100,2819.07,4082,211
13120,2827.26,4071,206
13140,2767.87,4035,205
13160,2782.21,4046,215
13180,2792.45,4052,206
13200,2754.56,3809,246
13220,2766.85,3769,220
13240,2902.02,4153,227
13260,2857.98,4101,214
13280,2916.35,4190,215
13300,2816,3912,209
13320,2823.17,4125,245
13340,2959.36,4215,218
13360,2962.43,4218,215
13380,2862.08,4117,225
13400,2956.29,4315,216
13420,2916.35,3941,210
13440,3121.15,6499,276
13460,3215.36,7696,237
13480,3173.38,4414,220
13500,3185.66,4846,235
13520,3080.19,4417,221
13540,3066.88,4668,387
13560,3204.1,5647,221
13580,3180.54,5316,242
13600,3053.57,4379,220
13620,3066.88,4749,252
13640,3052.54,4404,234
13660,3137.54,4702,246
13680,2812.93,3815,247
13700,2839.55,3832,238
13720,2851.84,3860,229
13740,2606.08,3322,306
13760,2673.66,3743,226
13780,2646.02,3750,215
13800,2701.31,4696,218
13820,2638.85,3371,311
13840,2744.32,3784,233
13860,2772.99,3839,224
13880,2848.77,3851,239
13900,2810.88,3886,216
13920,2807.81,5161,229
13940,2736.13,3472,260
13960,2869.25,3864,223
13980,3015.68,4051,249
14000,2860.03,3933,215
14020,2914.3,4006,244
14040,2964.48,4723,239
14060,2838.53,3553,215
14080,2961.41,3675,210
14100,3019.78,4014,232
14120,2871.3,3897,228
14140,2828.29,3845,220
14160,2866.18,5152,218
14180,2876.42,6702,251
14200,2792.45,3736,213
14220,2997.25,4005,235
14240,3173.38,4166,225
14260,3105.79,4109,311
14280,2965.5,5212,226
14300,3070.98,4066,224
14320,3033.09,3794,208
14340,3166.21,4145,226
14360,3167.23,4155,234
14380,3234.82,5673,234
14400,3093.5,5332,229
14420,3099.65,6871,241
14440,3060.74,3842,224
14460,3125.25,4113,222
14480,3054.59,4065,243
14500,2997.25,3978,223
14520,3013.63,5220,221
14540,3123.2,6985,218
14560,3292.16,4257,227
14580,3141.63,4395,228
14600,2944,4204,220
14620,2866.18,3915,232
14640,2865.15,3816,256
14660,3075.07,5761,221
14680,2959.36,4001,223
14700,2900.99,4167,229
14720,2920.45,4175,223
14740,3075.07,4383,237
14760,3106.82,4124,248
14780,2958.34,4454,255
14800,3097.6,4384,235
14820,3096.58,4369,241
14840,2993.15,3972,229
14860,2899.97,5277,298
14880,3075.07,4888,236
14900,2963.46,6493,249
14920,3059.71,4069,233
14940,3058.69,4068,228
14960,2973.7,4075,217
14980,2979.84,4022,218
15000,3172.35,5237,247
15020,3324.93,6643,261
15040,3267.58,4299,219
15060,3356.67,4403,232
15080,3268.61,4323,233
15100,3274.75,4322,236
15120,3192.83,5305,252
15140,3150.85,6238,258
15160,3085.31,4375,222
15180,3001.34,4290,248
15200,2920.45,4187,233
15220,2862.08,3595,233
15240,2908.16,4183,230
15260,2765.82,5202,271
15280,2885.63,4145,226
15300,2878.46,4131,238
15320,2854.91,4167,231
15340,2845.7,3864,238
15360,2938.88,4007,305
15380,3143.68,4158,267
15400,3021.82,4310,233
15420,2994.18,4285,230
15440,3020.8,4093,245
15460,3128.32,4210,228
15480,3164.16,4226,233
15500,3197.95,4274,380
15520,3098.62,4420,343
15540,3305.47,4625,230
15560,3394.56,4688,228
15580,3167.23,4188,248
15600,3231.74,4371,234
15620,3296.26,4604,268
15640,3261.44,4551,246
15660,3265.54,4605,273
15680,3109.89,4402,259
15700,3121.15,4111,234
15720,3164.16,4222,229
15740,3116.03,4414,370
15760,3133.44,4184,230
15780,3251.2,4498,245
15800,3081.22,4107,262
15820,3095.55,4086,231
15840,3412.99,6796,243
15860,3442.69,5944,425
15880,3664.9,5284,241
15900,3524.61,4814,249
15920,3726.34,5328,238
15940,3816.45,5110,244
15960,3680.26,4979,262
15980,3693.57,6435,245
16000,3556.35,5191,228
16020,3337.22,5022,268
16040,3499.01,5097,245
16060,3482.62,4797,235
16080,3463.17,5107,243
16100,3161.09,4642,247
16120,3145.73,4448,277
16140,3102.72,4222,278
16160,3079.17,4162,277
16180,3232.77,4005,273
16200,3132.42,4273,276
16220,3172.35,4411,243
16240,3171.33,4454,256
16260,3241.98,4502,240
16280,3193.86,4498,256
16300,3032.06,4059,257
16320,3044.35,4033,241
16340,3158.02,5413,249
16360,3269.63,4311,235
16380,3365.89,4652,258
16400,3618.66,4526,257
16420,3557.41,3957,261
16440,3588.06,4208,245
16460,4390.75,5009,254
16480,3664,4545,240
16500,3535.49,4416,244
16520,3657.47,4606,241
16540,3740.74,4380,265
16560,3967.55,4852,251
16580,5180.8,5799,240
16600,3583.07,4286,234
16620,3718.88,4597,243
16640,3901.86,4835,245
16660,3598.53,4267,269
16680,3735.46,4372,259
16700,4878.59,5535,253
16720,3561.25,4445,241
16740,3537.25,4415,239
16760,3465.02,4115,248
16780,3571.36,3957,243
16800,3538.5,4184,275
16820,4686.05,5324,244
16840,3407.46,4294,251
16860,3583.68,4465,258
16880,3538.85,4212,268
16900,3546.85,4188,260
16920,3628.26,4619,262
16940,4976.45,5635,252
16960,3711.52,4598,251
16980,3546.43,4448,267
17000,3352.93,4231,246
17020,3447.65,4070,251
17040,3423.42,4076,262
17060,4771.39,5415,275
17080,3752.29,4629,261
17100,3632.83,4555,285
17120,3558.21,4465,264
17140,3344.96,4025,278
17160,3508.51,4171,285
17180,4638.94,5335,263
17200,3776.48,4451,277
17220,3690.66,4585,259
17240,3577.09,4459,247
17260,3502.69,4127,246
17280,3409.86,4308,258
17300,4559.17,5217,264
17320,3335.87,4013,278
17340,3409.73,4300,252
17360,3472.51,4135,264
17380,3475.07,4107,254
17400,3446.05,4131,251
17420,3639.07,4297,254
17440,3724.51,4147,293
17460,3672.29,4588,274
17480,3536.54,4422,252
17500,3434.75,4091,276
17520,3588.38,4251,549
17540,4308.58,4948,250
17560,3538.27,3931,276
17580,3607.71,4548,296
17600,3622.46,4528,254
17620,3564.32,4339,252
17640,3603.3,4266,257
17660,3582.4,4233,259
17680,3563.68,3991,284
17700,3574.56,4720,284
17720,3578.66,4485,267
17740,3908.77,4542,255
17760,3459.39,4093,293
17780,3729.18,4168,298
17800,5402.21,6241,312
17820,6611.2,7513,311
17840,5211.1,5995,289
17860,3476.26,4388,305
17880,5512.51,6348,291
17900,5136.64,5801,263
17920,3675.2,4630,258
17940,3777.44,4718,289
17960,3520.93,4435,278
17980,3511.55,3928,270
18000,3904.26,4554,262
18020,4625.44,5288,269
18040,3269.66,4159,256
18060,3326.43,4030,386
18080,3386.82,4074,300
18100,3082.24,3807,274
18120,3133.76,3823,269
18140,4340.77,5073,310
18160,3328.32,4310,305
18180,3383.33,4092,305
18200,3346.75,4084,306
18220,3330.3,3800,307
18240,3124.61,3556,302
18260,4456.22,4895,317
18280,3315.65,4352,304
18300,3327.74,4073,304
18320,3347.94,4323,301
18340,3103.87,3632,318
18360,3140.38,3851,300
18380,3779.68,4533,312
18400,3300.58,4229,287
18420,3282.4,4232,302
18440,3283.04,3986,296
18460,3316.48,3753,298
18480,3067.62,3774,295
18500,4500.29,4925,299
18520,3325.18,4240,293
18540,3383.65,4321,306
18560,3404.8,4120,300
18580,3203.23,3942,311
18600,3271.81,4020,300
18620,3416,3917,318
18640,3409.02,4146,308
18660,3391.52,4391,297
18680,3356.54,4060,304
18700,3332.16,3786,303
18720,3427.42,4200,301
18740,3529.44,4223,314
18760,3538.75,4482,300
18780,3538.21,4228,372
18800,3525.66,4482,305
18820,3553.57,4285,305
18840,3586.88,4397,303
18860,4772.64,5253,309
18880,3886.34,4831,299
18900,3992.83,4832,319
18920,3820.51,4786,311
18940,3724,4438,442
18960,3808.45,4532,311
18980,4594.14,5301,311
19000,3688.64,4653,316
19020,3659.2,4406,319
19040,3523.55,4500,313
19060,3191.2,3937,317
19080,3232.35,4005,310
19100,4334.08,5079,322
19120,3436.16,4490,315
19140,3554.08,4554,315
19160,3505.38,4499,315
19180,3808.22,4518,314
19200,3919.65,4668,309
19220,4708.67,5413,312
19240,3490.05,4188,308
19260,3585.6,4513,316
19280,3561.18,4523,305
19300,3255.42,3961,319
19320,3290.21,3990,302
19340,4051.52,4765,309
19360,3570.37,4364,328
19380,3560.26,4273,323
19400,3491.39,4196,308
19420,3507.84,4199,313
19440,3574.85,4245,293
19460,3619.04,4279,283
19480,3626.62,4769,293
19500,3599.65,4479,294
19520,3478.46,4627,420
19540,3415.26,4304,540
19560,3348.26,4255,520
19580,3361.22,3903,391
19600,3304.74,4228,274
19620,3358.53,4262,280
19640,3390.91,4319,286
19660,3090.02,3772,285
19680,3364.29,4026,286
19700,3456.61,4124,269
19720,3500.74,4473,300
19740,3437.95,4358,285
19760,3539.36,4483,299
19780,3480.45,4177,286
19800,3608.86,4311,280
19820,3657.09,4920,285
19840,3692.83,4622,291
19860,3676.13,4621,281
19880,3635.9,4580,301
19900,3795.46,4469,301
19920,3695.78,4358,278
19940,3737.5,4418,295
19960,3680.19,4362,297
19980,3656.7,4379,317
20000,3684.51,4618,293
20020,3487.36,3912,314
20040,3863.74,4539,285
20060,4720.48,5395,280
20080,3807.26,4738,272
20100,3763.58,4713,313
20120,3727.58,4441,329
20140,3406.24,4086,302
20160,4024.1,4452,294
20180,5350.72,6097,295
20200,3922.08,4620,283
20220,4081.02,5023,323
20240,3984.96,4700,316
20260,3844.9,4521,286
20280,3969.44,4596,296
20300,4693.22,5378,298
20320,4010.34,4965,298
20340,3973.54,4680,305
20360,4021.22,4971,318
20380,3989.47,4662,317
20400,3894.11,4748,292
20420,4573.44,5376,313
20440,3849.73,4776,283
20460,4005.73,4690,301
20480,3989.79,4698,310
20500,4090.14,4781,291
20520,4267.01,4938,286
20540,5116.38,5807,317
20560,4283.81,4947,285
20580,4237.98,5162,294
20600,4237.6,5182,305
20620,4273.79,4965,312
20640,4066.59,4861,290
20660,4632.19,5318,299
20680,4128.48,4839,304
20700,4113.47,5079,296
20720,4154.11,4884,319
20740,3906.46,4620,307
20760,4014.37,4717,306
20780,4821.12,5515,294
20800,4384.74,5332,289
20820,4285.86,4972,303
20840,4186.75,4898,314
20860,4198.43,4883,285
20880,3885.5,4576,304
20900,5797.66,6485,296
20920,4215.78,4910,306
20940,4105.82,4799,295
20960,4150.21,4860,308
20980,4274.53,5029,305
21000,3927.2,4371,318
21020,4725.44,5400,288
21040,4273.66,4948,284
21060,4230.3,4915,312
21080,4291.33,5003,323
21100,4172.8,4633,335
21120,4312.58,5052,330
21140,5725.44,6465,331
21160,4341.22,5081,320
21180,4320.26,5038,373
21200,4191.49,4920,321
21220,4114.85,4815,305
21240,3937.06,4614,298
21260,6317.66,6769,303
21280,4251.87,4973,289
21300,4140.38,4812,298
21320,4157.15,4838,336
21340,4255.74,4673,284
21360,3919.26,4337,397
21380,4256.58,4700,323
21400,4223.81,4912,302
21420,4338.98,5038,308
21440,4288.86,5014,327
21460,4309.44,5069,292
21480,4207.65,4903,297
21500,5952.77,6652,305
21520,4555.1,5250,322
21540,4369.5,5044,290
21560,4354.72,5063,328
21580,4377.22,5069,405
21600,4370.21,4812,318
21620,4649.47,5377,332
21640,4295.1,5271,317
21660,4297.82,5028,329
21680,4390.88,5147,341
21700,4200,4917,327
21720,4361.82,5063,310
21740,6013.47,6712,312
21760,4346.27,4775,305
21780,4508.13,5206,310
21800,4470.69,5190,391
21820,4570.14,5296,320
21840,7656.67,8095,302
21860,4472.32,4907,325
21880,4386.88,5078,295
21900,4497.7,5232,324
21920,4449.76,5172,333
21940,4637.95,5066,310
21960,4518.82,4977,329
21980,4647.97,5082,318
22000,4531.71,5234,296
22020,4502.3,5188,323
22040,4325.86,5325,338
22060,4382.43,5089,300
22080,4280,4988,321
22100,4468.03,5183,321
22120,4320.51,5019,299
22140,4636.9,5076,307
22160,4340.35,5264,328
22180,4475.58,5463,315
22200,4534.5,5241,313
22220,4637.76,5332,318
22240,4461.86,5160,310
22260,4505.44,5205,321
22280,4436.83,5139,318
22300,5186.62,5666,441
22320,3935.14,4635,304
22340,5830.78,6564,314
22360,4446.94,5155,298
